Date,Open,High,Low,Close,% Change,% Change vs Average,Volume
2017-11-01T04:00:00.000Z,23443,24328,23243,24272,3.83,3.14,"733,564"
2017-12-01T05:00:00.000Z,24305,24876,23922,24719,1.84,1.15,"658,989"
2018-01-01T05:00:00.000Z,24809,26617,24742,26149,5.79,5.09,"911,694"
2018-02-01T05:00:00.000Z,26083,26307,23360,25029,-4.28,-4.98,"945,026"
2018-03-01T05:00:00.000Z,25024,25449,23509,24103,-3.7,-4.39,"887,304"
2018-04-02T04:00:00.000Z,24077,24859,23345,24163,0.2491,-0.4427,"806,454"
2018-05-01T04:00:00.000Z,24117,25086,23531,24416,1.05,0.3539,"727,803"
2018-06-01T04:00:00.000Z,24542,25403,23997,24271,-0.5915,-1.28,"741,111"
2018-07-02T04:00:00.000Z,24162,25587,24078,25415,4.71,4.02,"540,849"
2018-08-01T04:00:00.000Z,25462,26168,24966,25965,2.16,1.47,"563,542"
2018-09-03T04:00:00.000Z,25916,26769,25754,26458,1.9,1.21,"526,250"
2018-10-01T04:00:00.000Z,26598,26952,24122,25116,-5.07,-5.77,"837,337"
2018-11-01T04:00:00.000Z,25142,26278,24269,25538,1.68,0.9912,"722,696"
2018-12-03T05:00:00.000Z,25780,25980,21713,23327,-8.66,-9.35,"810,155"
2019-01-02T05:00:00.000Z,23059,25110,22638,25000,7.17,6.48,"718,920"
2019-02-01T05:00:00.000Z,25025,26241,24883,25916,3.67,2.97,"543,454"
2019-03-01T05:00:00.000Z,26020,26156,25208,25929,0.0489,-0.6429,"663,250"
2019-04-01T04:00:00.000Z,26075,26696,26063,26593,2.56,1.87,"585,458"
2019-05-01T04:00:00.000Z,26639,26689,24810,24815,-6.69,-7.38,"636,408"
2019-06-03T04:00:00.000Z,24830,26907,24681,26600,7.19,6.5,"554,436"
2019-07-01T04:00:00.000Z,26806,27399,26616,26864,0.9936,0.3018,"526,935"
2019-08-01T04:00:00.000Z,26880,27176,25340,26403,-1.72,-2.41,"623,865"
2019-09-03T04:00:00.000Z,26198,27307,25978,26917,1.95,1.25,"509,288"
2019-10-01T04:00:00.000Z,26963,27204,25743,27046,0.4807,-0.2111,"571,775"
2019-11-01T04:00:00.000Z,27143,28175,27143,28051,3.72,3.02,"497,699"
2019-12-02T05:00:00.000Z,28110,28702,27325,28538,1.74,1.04,"514,196"
2020-01-02T05:00:00.000Z,28639,29374,28170,28256,-0.9896,-1.68,"627,032"
2020-02-03T05:00:00.000Z,28320,29569,24681,25409,-10.07,-10.77,"705,103"
2020-03-02T05:00:00.000Z,25591,27102,18214,21917,-13.74,-14.44,"1,559,679"
2020-04-01T04:00:00.000Z,21227,24765,20735,24346,11.08,10.39,"987,639"
2020-05-01T04:00:00.000Z,24121,25759,22790,25383,4.26,3.57,"801,472"
2020-06-01T04:00:00.000Z,25343,27580,24843,25813,1.69,1,"902,288"
2020-07-01T04:00:00.000Z,25879,27071,25524,26428,2.38,1.69,"82,673,502"
2020-08-03T04:00:00.000Z,26542,28733,26534,28430,7.57,6.88,"750,583"
2020-09-01T04:00:00.000Z,28440,29199,26537,27782,-2.28,-2.97,"1,005,035"
2020-10-01T04:00:00.000Z,27941,28958,26144,26502,-4.61,-5.3,"850,590"
2020-11-02T05:00:00.000Z,26691,30117,26691,29639,11.84,11.15,"386,294"
2020-12-01T05:00:00.000Z,29798,30637,29599,30606,3.27,2.57,"81,729,193"
2021-01-04T05:00:00.000Z,30627,31272,29856,29983,-2.04,-2.73,"82,188,439"
2021-02-01T05:00:00.000Z,30055,32010,30015,30932,3.17,2.48,"67,716,495"
2021-03-01T05:00:00.000Z,31066,33259,30548,32982,6.62,5.93,"97,467,261"
2021-04-01T04:00:00.000Z,33055,34257,32985,33875,2.71,2.02,"68,838,411"
2021-05-03T04:00:00.000Z,33905,35092,33474,34529,1.93,1.24,"65,975,703"
2021-06-01T04:00:00.000Z,34584,34849,33272,34503,-0.078,-0.7699,"68,118,961"
2021-07-01T04:00:00.000Z,34507,35172,33742,34935,1.25,0.563,"67,149,100"
2021-08-02T04:00:00.000Z,34969,35631,34690,35361,1.22,0.5254,"56,552,676"
2021-09-01T04:00:00.000Z,35388,35475,33613,33844,-4.29,-4.98,"66,613,960"
2021-10-01T04:00:00.000Z,33931,35893,33786,35820,5.84,5.15,"67,746,909"
2021-11-01T04:00:00.000Z,35834,36566,34424,34484,-3.73,-4.42,"72,326,803"
2021-12-01T05:00:00.000Z,34679,36679,34007,36338,5.38,4.69,"83,843,882"
2022-01-03T05:00:00.000Z,36322,36953,33150,35132,-3.32,-4.01,"88,945,971"
2022-02-01T05:00:00.000Z,35151,35824,32273,33893,-3.53,-4.22,"73,608,016"
2022-03-01T05:00:00.000Z,33813,35372,32579,34678,2.32,1.63,"92,024,367"
2022-04-01T04:00:00.000Z,34741,35492,32913,32977,-4.91,-5.6,"71,924,191"
2022-05-02T04:00:00.000Z,32978,34118,30636,32990,0.0391,-0.6527,"89,651,005"
2022-06-01T04:00:00.000Z,33156,33272,29653,30775,-6.71,-7.41,"76,929,830"
2022-07-01T04:00:00.000Z,30738,32910,30144,32845,6.73,6.03,"63,853,450"
2022-08-01T04:00:00.000Z,32756,34281,31510,31510,-4.06,-4.76,"69,934,475"
2022-09-01T04:00:00.000Z,31455,32504,28716,28726,-8.84,-9.53,"78,173,362"
2022-10-03T04:00:00.000Z,28855,32890,28661,32733,13.95,13.26,"78,040,975"
2022-11-01T04:00:00.000Z,32863,34590,31727,34590,5.67,4.98,"72,924,793"
2022-12-01T05:00:00.000Z,34534,34712,32573,33147,-4.17,-4.86,"69,845,378"
2023-01-03T05:00:00.000Z,33149,34342,32812,34086,2.83,2.14,"68,107,430"
2023-02-01T05:00:00.000Z,34040,34335,32636,32657,-4.19,-4.89,"61,367,950"
2023-03-01T05:00:00.000Z,32656,33572,31430,33274,1.89,1.2,"81,121,466"
2023-04-03T04:00:00.000Z,33246,34105,33236,34098,2.48,1.78,"53,800,699"
2023-05-01T04:00:00.000Z,34117,34258,32587,32908,-3.49,-4.18,"66,924,536"
2023-06-01T04:00:00.000Z,32930,34589,32705,34408,4.56,3.86,"70,247,812"
2023-07-03T04:00:00.000Z,34370,35645,33706,35560,3.35,2.66,"64,218,240"
2023-08-01T04:00:00.000Z,35586,35679,34029,34722,-2.36,-3.05,"71,480,557"
2023-09-01T04:00:00.000Z,34876,34979,33306,33508,-3.5,-4.19,"62,414,909"
2023-10-02T04:00:00.000Z,33456,34148,32327,33053,-1.36,-2.05,"67,176,285"
2023-11-01T04:00:00.000Z,33082,35971,33011,35951,8.77,8.08,"63,093,288"
2023-12-01T05:00:00.000Z,35914,37779,35914,37690,4.84,4.14,"63,605,202"
2024-01-02T05:00:00.000Z,37566,38589,37123,38150,1.22,0.5307,"71,788,356"
2024-02-01T05:00:00.000Z,38175,39282,38040,38996,2.22,1.53,"63,233,703"
2024-03-01T05:00:00.000Z,38990,39889,38458,39807,2.08,1.39,"73,812,611"
2024-04-01T04:00:00.000Z,39808,39815,37612,38386,-3.57,-4.26,"73,484,694"
